movie_id,title,year,tmdb_id,directors,actors,genres,tags,avg_rating,rating_count
25869,"47 Ronin, The (Genroku Chûshingura)",1941,45978,,,Drama,kenji mizoguchi,3.4565,23
25870,Here Comes Mr. Jordan,1941,38914,,,Comedy Fantasy Romance,angelic intervention fate vs. free will ghosts/afterlife supernatural romance 08/09 alexander hall bd-r dvd-r,3.6852,135
25871,In the Navy,1941,33523,,,Comedy Musical,annoying reporter arthur lubin bud abbott dick powell lou costello musical,2.25,2
25872,It Started with Eve,1941,33112,,,Comedy Musical Romance,bd-r henry koster,3.125,4
25874,Never Give a Sucker an Even Break,1941,28789,,,Comedy Musical,edward f. cline,3.1136,22
25875,That Uncertain Feeling,1941,43799,,,Comedy,bd-r,3.1818,11
25878,Across the Pacific,1942,18790,,,Action Adventure Romance War,,3.14,25
25879,All Through the Night,1941,37036,,,Action Comedy Drama Thriller War,nazis setting:nyc world war ii bd-r less than 300 ratings vincent sherman,3.3056,18
25881,Gentleman Jim,1942,43522,,,Comedy Drama Romance,01/11 02/11 03/11 04/11 05/11 06/11 10/10 11/10,3.3077,13
25882,"Hard Way, The",1943,36612,,,Drama,vincent sherman,3.5,8
25884,My Favorite Blonde,1942,97648,,,Comedy Romance Thriller,bd-r bob hope sidney lanfield,3.3,5
25885,"Prelude to War (Why We Fight, 1)",1943,23336,,,Documentary War,propaganda world war ii adolf hitler air force deprivation of freedom disney ethnic conflict eugenics,3.0,8
25886,Random Harvest,1942,22387,,,Drama Romance,amnesia adapted from:book author:james hilton bd-r death/fatality friends should see insane asylum made me cry,3.8046,151
25887,Tales of Manhattan,1942,27655,,,Comedy Drama,all-star cast julien duvivier vignettes,3.4,5
25888,Action in the North Atlantic,1943,23051,,,Action War,less than 300 ratings b&w black & white black and white byron haskin humphrey bogart lloyd bacon navy,3.2857,35
25890,"Guy Named Joe, A",1943,43306,,,Drama Fantasy Romance War,angel bd-r not on dvd propaganda sentimental supernatural romance victor fleming world war ii,3.1875,8
25891,Heaven Can Wait,1943,18727,,,Comedy Fantasy Romance,ernst lubitsch adapted from:play adultery autobiographical view avuncular grandfather-figure based on a play bechdel test:fail clv,3.5507,207
25892,"Heavenly Body, The",1944,33049,,,Comedy Romance,bd-r,3.0,1
25893,"Memphis Belle: A Story of a Flying Fortress, The",1944,41355,,,Documentary War,aviation based on a true story national film registry william wyler world war ii,3.473,74
25894,Mr. Lucky,1943,47352,,,Comedy Romance,bd-r clv h.c. potter might like,3.6667,9
25897,Thousands Cheer,1943,43518,,,Comedy Drama Musical,,2.75,2
25898,Day of Wrath (Vredens dag),1943,41391,,,Drama,bleak carl theodor dreyer criterion a little too long bd-r confrontational disturbing downbeat,3.8734,154
25899,Cover Girl,1944,21622,,,Comedy Musical,bd-r charles vidor gene kelly musical,3.2292,48
25900,"Curse of the Cat People, The",1944,28436,,,Drama,val lewton bd-r gunther von fritsch robert wise simone simon,3.4062,64
25901,"Henry V (Chronicle History of King Henry the Fift with His Battell Fought at Agincourt in France, The)",1944,22638,,,Drama War,shakespeare adapted from:play bd-r criterion laurence olivier playwright:shakespeare,3.6043,115
25902,Torment (Hets),1944,51144,,,Drama,criterion alf sjöberg ingmar bergman psychological,3.3333,12
25903,"Mask of Dimitrios, The",1944,35006,,,Crime Drama Film-Noir Mystery,dvd-r jean negulesco less than 300 ratings,3.3636,22
25904,Ministry of Fear,1944,21451,,,Drama Film-Noir Thriller,fritz lang bd-r criterion espionage fewer than 300 ratings less than 300 ratings marjorie reynolds might like,3.4722,90
25905,"Miracle of Morgan's Creek, The",1944,42879,,,Comedy Romance,preston sturges 11/10 clv might like national film registry oop sweet,3.6829,82
25906,Mr. Skeffington,1944,43307,,,Drama Romance,less than 300 ratings netflix vincent sherman,3.4592,49
25907,Mrs. Parkington,1944,50066,,,Drama Romance,tay garnett,3.0,6
25908,Passage to Marseille,1944,18229,,,Adventure Drama War,less than 300 ratings 01/10 02/10 03/10 05/10 06/10 07/10 08/10,3.3,40
25910,"White Cliffs of Dover, The",1944,52440,,,Drama Romance War,clarence brown might like,3.6667,3
25911,"Woman in the Window, The",1944,17136,,,Crime Film-Noir Thriller,fritz lang 01/10 02/10 03/10 bd-r edward g. robinson fewer than 300 ratings film noir,3.7154,123
25912,"Enchanted Cottage, The",1945,43494,,,Drama Romance,bd-r john cromwell,3.3889,9
25913,Isle of the Dead,1945,30348,,,Horror Thriller,bd-r betamax boris karloff classic horror dvd-ram val lewton,2.931,29
25914,"Ivan the Terrible, Part One (Ivan Groznyy I)",1944,9797,,,Drama,sergei m. eisenstein 16th century annemari biopic criterion dvd-r,3.4836,61
25915,"Southerner, The",1945,45219,,,Drama,bd-r jean renoir,3.75,8
25916,They Were Expendable,1945,18771,,,Drama War,less than 300 ratings bd-r fewer than 300 ratings forceful gritty john ford menacing military life,3.3763,97
25918,"Tree Grows in Brooklyn, A",1945,30177,,,Drama,alcoholism new york city poverty 11/09 12/09 addiction bd-r brooklyn,3.6593,91
25919,"Beast with Five Fingers, The",1946,41020,,,Horror,,3.0,7
25920,"Blue Dahlia, The",1946,16090,,,Crime Drama Film-Noir Mystery Thriller,bd-r george marshall might like,3.4767,43
25921,"Dark Mirror, The",1946,44041,,,Film-Noir Thriller,robert siodmak,3.2143,7
25922,Deception,1946,25502,,,Drama Film-Noir Thriller,irving rapper,3.55,10
25923,Great Expectations,1946,14320,,,Drama,author:charles dickens oscar (best cinematography) based on a book charles dickens criterion david lean imdb top 250 literary adaptation,3.7961,434
25924,Humoresque,1946,26701,,,Drama Romance,100 essential female performances adapted from:book adultery author:fannie hurst bd-r bechdel test:fail jean negulesco kuenstlerroman,3.4878,41
25926,Shoeshine (Sciuscià),1946,43469,,,Drama,neorealism postwar vittorio de sica,3.6739,23
25927,"Stranger, The",1946,20246,,,Drama Film-Noir Thriller,noir thriller orson welles bd-r dark dated double life dvd-video edward g. robinson,3.712,250
25928,Mourning Becomes Electra,1947,82101,,,Drama,bd-r,3.0,2
25929,Nightmare Alley,1947,19169,,,Drama Film-Noir,03/09 edmund goulding magic,3.6887,106
25930,Odd Man Out,1947,43461,,,Crime Drama Film-Noir Thriller,carol reed james mason 02/10 09/09 bd-r criterion less than 300 ratings,3.774,104
25931,Road to Rio,1947,31980,,,Adventure Comedy Musical Romance,bing crosby bob hope funny norman z. mcleod,3.129,31
25932,"Two Mrs. Carrolls, The",1947,27448,,,Crime Drama Film-Noir Thriller,bd-r,2.75,6
25934,3 Godfathers,1948,29244,,,Drama Western,bd-r john ford john wayne,3.3909,55
25935,B.F.'s Daughter,1948,83838,,,Drama Romance,,4.0,1
25936,"Babe Ruth Story, The",1948,43452,,,Drama,baseball sports,2.8,5
25937,Easter Parade,1948,29380,,,Musical Romance,bd-r charles walters clv fred astaire,3.6667,195
25938,Fort Apache,1948,37347,,,Western,shirley temple cavalry trillogy clv john ford john wayne less than 300 ratings revisionist western,3.5816,190
25940,"Lady from Shanghai, The",1947,3766,,,Drama Film-Noir Mystery,orson welles mirrors atmospheric film noir bleak femmes fatales marlene dietrich based on a book,3.8276,406
25941,Letter from an Unknown Woman,1948,946,,,Drama Romance,national film registry 01/10 02/10 03/10 06/11 100 greatest movies 11/09 12/09,3.8782,78
25942,Louisiana Story,1948,70447,,,Drama,national film registry propaganda film robert j. flaherty scenic,3.1562,16
25943,"Naked City, The",1948,20482,,,Crime Drama Film-Noir Mystery,03/09 bd-r criterion fewer than 300 ratings jules dassin less than 300 ratings national film registry netflix,3.6429,112
25944,"Pirate, The",1948,35032,,,Adventure Comedy Musical Romance,acrobat bd-r circus clown gene kelly judy garland might like vincente minnelli,3.56,25
25945,They Live by Night,1949,44190,,,Crime Film-Noir Romance,dvd-ram less than 300 ratings nicholas ray,3.6739,92
25946,"Three Musketeers, The",1948,41609,,,Action Adventure Drama Romance,bd-r george sidney,3.2623,61
25947,Unfaithfully Yours,1948,33115,,,Comedy,preston sturges bd-r criterion edgar kennedy linda darnell rex harrison,3.7738,126
25948,Yellow Sky,1948,20638,,,Crime Western,william a. wellman,3.3182,11
25950,"Barkleys of Broadway, The",1949,29885,,,Comedy Musical,bd-r charles walters fred astaire ginger rogers,3.3958,24
25951,In the Good Old Summertime,1949,25698,,,Musical,buster keaton bd-r judy garland musical robert z. leonard,3.5,38
25952,"Letter to Three Wives, A",1949,45578,,,Comedy Drama,adapted from:book adultery bd-r bechdel test:pass (technically but not really) betrayal class conscious excellent old movie gag:tossing lighter out of car,3.7045,154
25954,Orpheus (Orphée),1950,4558,,,Drama Fantasy Romance,atmospheric criterion jean cocteau lyrical stylized bd-r betamax eerie,3.9527,201
25956,"Secret Garden, The",1949,43439,,,Children Drama,fred m. wilcox,3.75,6
25957,"Story of Seabiscuit, The",1949,61828,,,Drama Romance,,2.5,1
25959,Annie Get Your Gun,1950,25209,,,Comedy Musical Romance Western,adapted from:b'way based on a play bd-r bechdel test:fail broadway busby berkeley character based on real person:annie oakley character based on real person:buffalo bill,3.0417,48
25960,"Terrible Kids (Enfants terribles, Les) (Strange Ones, The)",1950,15390,,,Drama,bd-r criterion jean-pierre melville,3.4516,31
25961,"Gunfighter, The",1950,17409,,,Action Western,gregory peck bd-r fewer than 300 ratings genre:western noir henry king less than 300 ratings western,3.6263,99
25962,King Solomon's Mines,1950,43388,,,Action Adventure Romance,africa bd-r less than 300 ratings pulp treasure hunt,3.3261,92
25963,"Young and the Damned, The (Olvidados, Los)",1950,800,,,Crime Drama,bd-r bfi classic library vhs luis buñuel not available from netflix not perrot library street children sven's to see list,3.9401,167
25964,Scandal (Shubun),1950,32690,,,Drama,akira kurosawa courtroom criterion dvd-video father-daughter relationship honesty takashi shimura toshiro mifune,3.6765,17
25965,Summer Stock,1950,43390,,,Comedy Musical Romance,11/11 12/11 bd-r charles walters,3.5938,16
25966,"Greatest Love, The (Europa '51)",1952,41464,,,Drama,bd-r criterion roberto rossellini,3.6667,12
25970,Carbine Williams,1952,43961,,,Crime Drama,richard thorpe,2.75,4
25971,Carrie,1952,43358,,,Drama Romance,easily confused with other movie(s) (title) less than 300 ratings william wyler,3.4022,184
25972,Clash by Night,1952,24003,,,Drama Film-Noir,barbara stanwyck marilyn monroe small town fritz lang 01/11 02/10 02/11 03/10,3.2879,33
25974,"Prisoner of Zenda, The",1952,28431,,,Adventure,based on a book clv impostor multiple roles richard thorpe royalty,3.3333,15
25975,"Life of Oharu, The (Saikaku ichidai onna)",1952,43364,,,Drama,05/11 06/11 11/10 11/11 12/11 criterion kenji mizoguchi not available from netflix,3.7794,34
25976,Son of Paleface,1952,30801,,,Action Comedy Romance Western,better than the first bob hope frank tashlin jane russell roy rogers,3.1,15
25977,Abbott and Costello Meet Dr. Jekyll and Mr. Hyde,1953,3023,,,Comedy Horror Sci-Fi,dvd-video related:dr. jekyll and mr. hyde,3.25,76
25979,Gun Fury,1953,43348,,,Action Adventure Crime Western,columbia 3-d stereoscopic 3-d,3.0,3
25980,Gate of Hell (Jigokumon),1953,43349,,,Drama Romance,bd-r criterion dvd-r dvd-ram teinosuke kinugasa,3.5385,13
25984,"Titfield Thunderbolt, The",1953,24381,,,Comedy,business business is the antagonist charles crichton ealing studios england plot:small british community comes together small town trains,3.5,7
25986,"Belles of St. Trinian's, The",1954,11402,,,Comedy,frank launder not available from netflix,3.375,20
25987,"Crucified Lovers, The (Chikamatsu monogatari)",1954,35861,,,Drama,01/12 12/10 kenji mizoguchi not available from netflix,4.1429,14
25989,French Cancan,1954,45213,,,Comedy Drama Musical Romance,betamax criterion jean renoir,3.3333,9
25990,It Should Happen to You,1954,20127,,,Comedy Romance,george cukor,3.5769,13
25991,"Long, Long Trailer, The",1953,24518,,,Comedy Romance,bd-r vincente minnelli,2.875,8
25993,Magnificent Obsession,1954,13457,,,Drama Romance,douglas sirk criterion 11/09 12/09 bd-r dated jane wyman less than 300 ratings,3.4646,99
25994,Salt of the Earth,1954,23620,,,Drama,bd-r communism human rights labour class might like political propaganda social justice,3.7333,15
25995,Samurai I: Musashi Miyamoto (Miyamoto Musashi),1954,31372,,,Action Adventure Drama,criterion atmospheric toshiro mifune bd-r have but not seen hiroshi inagaki japan lyrical,3.77,150
25996,"Star Is Born, A",1954,3111,,,Drama Musical,best performance:  judy garland as esther blodgett aka vicki lester george cukor streisand 100 essential female performances bd-r clv dvd-ram emerson must see,3.6834,169
25998,Three Coins in the Fountain,1954,41503,,,Drama Romance,,2.6818,22
25999,"Wild One, The",1953,28696,,,Drama,marlon brando bd-r laszlo benedek motorcycle punks,3.5419,215
26000,"Cobweb, The",1955,94123,,,Drama,bd-r,3.0,6
26001,It's Always Fair Weather,1955,17640,,,Comedy Drama Musical,bd-r gene kelly stanley donen,3.4444,9
26002,Confidential Report,1955,44026,,,Crime Drama Mystery Thriller,orson welles criminal dvd-r espionage europe film noir megalomania might like,3.6395,86
26003,Night and Fog (Nuit et brouillard),1955,803,,,Crime Documentary War,black and white holocaust documentary poland criterion short films alain resnais bd-r,4.0033,302
26005,Samurai II: Duel at Ichijoji Temple (Zoku Miyamoto Musashi: Ichijôji no kettô),1955,31374,,,Action Adventure Drama,criterion bd-r hiroshi inagaki japan samurai trilogy toshiro mifune toshirô mifune,3.6576,92
26006,"Seven Little Foys, The",1955,25893,,,Comedy Drama,bd-r bob hope vistavision,3.05,10
26007,"Unknown Soldier, The (Tuntematon sotilas)",1955,36439,,,Drama War,based on a book finnish black and white world war ii finland survival draft old,3.7589,336
26008,Anything Goes,1956,46007,,,Musical,vistavision,1.875,4
26009,"Burmese Harp, The (Biruma no tategoto)",1956,33319,,,Drama War,buddhism world war ii 05/11 06/11 bd-r buddhist monk burma criterion,3.7308,39
26010,Carousel,1956,28100,,,Musical Romance,afterlife based on a musical based on a play bd-r cinemascope 55 clv dvd-r dvd-ram,3.1739,46
26012,Samurai III: Duel on Ganryu Island (a.k.a. Bushido) (Miyamoto Musashi kanketsuhen: kettô Ganryûjima),1956,31378,,,Action Adventure Drama,criterion toshiro mifune 03/09 bd-r hiroshi inagaki japan perrot library samurai trilogy,3.7526,97
26013,Rodan (Sora no daikaijû Radon),1956,19742,,,Adventure,bd-r godzilla universe kaiju rodan toho,2.9412,17
26016,All at Sea,1957,44134,,,Comedy,charles frend,2.25,2
26018,Chase a Crooked Shadow,1958,22334,,,Crime Film-Noir Mystery Thriller,michael anderson,0.0,0
26019,Fiend Without a Face,1958,29347,,,Horror Sci-Fi Thriller,arthur crabtree bd-r better than expected criterion great ending invisibility kynaston reeves saved by the ending,3.0,9
26021,Jailhouse Rock,1957,15697,,,Crime Drama Musical Romance,betamax dvd-ram elvis presley less than 300 ratings musicians,2.8875,40
26022,Man of a Thousand Faces,1957,43234,,,Drama,bd-r joseph pevney less than 300 ratings lon chaney,2.9091,11
26025,"Spirit of St. Louis, The",1957,18776,,,Adventure Drama,03/11 04/11 05/11 06/11 10/11 11/11 12/11 bd-r,3.4018,56
26026,"Undead, The",1957,29071,,,Fantasy Horror,,1.5,1
26027,Zero Hour!,1957,54541,,,Drama Thriller,aviation,2.6875,8
26028,Carve Her Name with Pride,1958,44559,,,Drama War,lewis gilbert,3.0,2
26030,Corridors of Blood,1958,30637,,,Crime Drama Horror Thriller,criterion robert day,3.0833,6
26033,Giants and Toys (Kyojin to gangu),1958,76754,,,Comedy Drama,,3.5625,8
26034,"Last Hurrah, The",1958,56156,,,Drama,john ford,3.5769,13
26035,Machine Gun Kelly,1958,43119,,,Action Crime,dvd-ram,3.0,2
26038,Teacher's Pet,1958,43137,,,Comedy Romance,george seaton less than 300 ratings vistavision,3.5391,64
26042,Torpedo Run,1958,69977,,,Drama War,bd-r,3.0,3
26043,"Vikings, The",1958,42661,,,Action Adventure,bd-r richard fleischer technirama vikings,3.225,60
26044,Al Capone,1959,43051,,,Crime Drama,bd-r biography gangsters mafia rod steiger,3.6,5
26046,Picnic on the Grass (Le déjeuner sur l'herbe),1959,43101,,,Comedy Romance,jean renoir,1.0,1
26047,Invisible Invaders,1959,58997,,,Horror Sci-Fi,dvd-r,2.0,7
26048,"Human Condition II, The (Ningen no joken II)",1959,34528,,,Drama War,drama japanese masaki kobayashi tatsuya nakadai war 01/11 01/12 02/11,3.8509,57
26049,Fires on the Plain (Nobi),1959,31427,,,Drama War,criterion kon ichikawa 01/11 01/12 02/11 03/11 04/11 05/10,3.6061,33
26050,North West Frontier,1959,58902,,,Adventure Drama War,j. lee thompson,3.5,1
26051,"Nun's Story, The",1959,27029,,,Drama,nuns christianity religion africa anti-catholic bd-r bechdel test:pass catholicism,3.625,56
26052,Pickpocket,1959,690,,,Crime Drama,criterion deliberate robert bresson bd-r enigmatic meditative netflix reflective,3.8485,241
26055,Floating Weeds (Ukigusa),1959,46918,,,Drama,criterion affectionate classic dvd-video easily confused with other movie(s) (title) elegiac heartwarming intimate,3.8576,144
26056,"Young Philadelphians, The",1959,43111,,,Drama,based on a book lawyers vincent sherman,3.5,20
26058,"Leech Woman, The",1960,52745,,,Horror Sci-Fi,,4.0,1
26059,When a Woman Ascends the Stairs (Onna ga kaidan wo agaru toki),1960,36872,,,Drama,tatsuya nakadai criterion mikio naruse,3.7679,28
26062,"Sundowners, The",1960,43047,,,Adventure Drama,bd-r fred zinnemann,3.1333,15
26063,Sunrise at Campobello,1960,72354,,,Drama,bd-r,3.125,4
26064,"Bad Sleep Well, The (Warui yatsu hodo yoku nemuru)",1960,31589,,,Drama Thriller,akira kurosawa corruption kurosawa corporate criterion deceased family member hamlet members of the press,3.8975,200
26066,Bachelor in Paradise,1961,52841,,,Comedy Romance,,3.2,5
26067,"Deadly Companions, The",1961,18449,,,Western,bd-r less than 300 ratings old tucson studios seen 2010,3.0769,13
26068,"4 Horsemen of the Apocalypse, The",1962,50474,,,Drama,,3.3478,23
26070,"Intruder, The",1962,79827,,,Drama,roger corman small town vhs,3.9211,19
26072,Murder She Said,1961,750,,,Comedy Crime Drama Mystery,bd-r george pollock seen 2014,3.8929,14
26073,"Human Condition III, The (Ningen no joken III)",1961,34530,,,Drama War,criterion masaki kobayashi tatsuya nakadai 01/12 02/11 03/11 05/11 06/11,3.8137,51
26074,Paris Blues,1961,33710,,,Drama Romance,jazz paris,2.5556,9
26076,Scream of Fear (a.k.a. Taste of Fear),1961,64568,,,Horror Mystery Thriller,bd-r seth holt,3.5833,6
26078,Advise and Consent,1962,17185,,,Drama,politics otto preminger bd-r fewer than 300 ratings in netflix queue less than 300 ratings netflix finland senate president confirmation politics,3.8115,183
26079,David and Lisa,1962,109667,,,Drama,bd-r betamax frank perry,3.5588,17
26080,Eegah,1962,31287,,,Fantasy Horror Romance Thriller,dvd-video,1.86,25
26082,Harakiri (Seppuku),1962,14537,,,Drama,samurai criterion suicide tense japan slow bleak masaki kobayashi,4.069,384
26083,"Loneliness of the Long Distance Runner, The",1962,16103,,,Drama,bd-r betamax british new wave clv might like tony richardson,3.5536,84
26084,"Music Man, The",1962,13671,,,Children Comedy Musical Romance,robert preston buddy hackett hermoine gingold shirley jones adapted from b'way based on a play bd-r broadway,3.7619,737
26085,Mutiny on the Bounty,1962,11085,,,Adventure Drama Romance,marlon brando trevor howard 70mm anstrengend bd-r carol reed clv dvd-ram,3.6019,309
26086,"Occurrence at Owl Creek Bridge, An (La rivière du hibou)",1962,53218,,,Drama War,robert enrico,3.8056,18
26088,"Four Days of Naples, The (Le quattro giornate di Napoli)",1962,65048,,,Drama War,,3.0,1
26090,"Easy Life, The (Il Sorpasso)",1962,24188,,,Comedy Drama,11/11 12/11 bd-r criterion dino risi,3.8065,31
26093,"Wonderful World of the Brothers Grimm, The",1962,28367,,,Adventure Animation Children Comedy Drama Fantasy Musical Romance,bd-r cinerama dvd-r dvd-ram,3.5,13
26094,"Eclisse, L' (Eclipse)",1962,21135,,,Drama,antonioni criterion deliberate meditative reflective bd-r in netflix queue michelangelo antonioni,3.9232,228
26095,"Carabineers, The (Carabiniers, Les)",1963,52705,,,Comedy Drama War,jean-luc godard bd-r betamax,3.2812,16
26096,"Cardinal, The",1963,3010,,,Drama,70mm anamorphic blow-up bd-r,3.2759,29
26098,"Incredibly Strange Creatures Who Stopped Living and Became Mixed-Up Zombies!!?, The",1964,31383,,,Horror Mystery,dvd-ram great title,1.875,8
26099,"Kiss of the Vampire, The",1963,39222,,,Horror,vampires clv cult hammer horror seen,2.375,4
26100,Love with the Proper Stranger,1963,39495,,,Comedy Drama Romance,will like,3.55,10
26101,McLintock!,1963,15263,,,Comedy Western,less than 300 ratings andrew v. mclaglen john wayne maureen o'hara old tucson studios patrick wayne stephanie powers tumey's dvds,3.5395,190
26104,Murder at the Gallop,1963,751,,,Comedy Crime Drama Mystery Thriller,bd-r george pollock might like,3.6923,13
26106,"New Kind of Love, A",1963,42798,,,Comedy,,2.8846,13
26107,"Prize, The",1963,4025,,,Drama Mystery Thriller,03/11 05/11 06/11 stockholm sweden,3.4118,17
26108,Sunday in New York,1963,61892,,,Comedy Romance,,3.6667,3
26109,Crooks in Clover (a.k.a. Monsieur Gangster) (Les tontons flingueurs),1963,25253,,,Action Comedy Crime,dialogue classic comedy claude rich french french film gangster film spoof georges lautner lino ventura,4.0,17
26110,36 Hours,1965,37684,,,Thriller War,george seaton,3.5,17
26111,Becket,1964,15421,,,Drama,john gielgud peter o'toole richard burton 70mm anamorphic blow-up compelling acting fewer than 300 ratings king henry; henry ii; england; royalty; pope;,3.9037,374
26112,Behold a Pale Horse,1964,166607,,,Drama War,fred zinnemann,3.1389,18
26113,"Best Man, The",1964,37315,,,Comedy Drama,less than 300 ratings based on a play fewer than 300 ratings franklin j. schaffner gore vidal politics 01/10 02/10,3.6356,59
26116,"Hush... Hush, Sweet Charlotte",1964,10299,,,Horror Thriller,bette davis agnes moorehead noir oliva de havilland robert aldrich blackmail clv creepy,3.5838,191
26117,"Killers, The",1964,24229,,,Action Crime Drama Film-Noir Thriller,ernest hemingway hit men based on a book criterion don siegel easily confused with other movie(s) (title) remake,3.3143,70
26119,"Naked Kiss, The",1964,26031,,,Drama,angry criterion disturbing 100 essential female performances bd-r bleak dvd-video gloomy,3.6538,91
26122,Onibaba,1964,3763,,,Drama Horror War,dark atmospheric criterion disturbing ominous samurai eerie enigmatic,3.8864,198
26123,Robin and the 7 Hoods,1964,17696,,,Comedy Crime Musical,bd-r less than 300 ratings robin hood,3.0,49
26124,Robinson Crusoe on Mars,1964,7348,,,Sci-Fi,adam west byron haskin criterion mars survival,3.0795,88
26125,"Spider Baby or, The Maddest Story Ever Told (Spider Baby)",1968,28504,,,Comedy Horror,bd-r jack hill,3.1667,12
26127,"Visit, The",1964,151138,,,Drama,bernhard wicki,3.125,4
26128,What a Way to Go!,1964,23574,,,Comedy Musical Romance,j. lee thompson sunny,3.4324,37
26130,Docking the Boat (Att angöra en brygga),1965,17091,,,Comedy Drama Romance,tage danielsson,4.0,2
26131,"Battle of Algiers, The (La battaglia di Algeri)",1966,17295,,,Drama War,colonialism terrorism africa historical revolutionary france gritty history,4.0695,1238
26133,"Charlie Brown Christmas, A",1965,13187,,,Animation Children Comedy,christmas short 2d animation not a movie animated bd-r bd-video bill melendez,3.835,985
26134,Dracula: Prince of Darkness,1966,17102,,,Horror Mystery,bd-r christopher lee hammer film productions hammer horror monks vampires,3.1812,80
26136,"Hallelujah Trail, The",1965,23194,,,Comedy Western,70mm bd-r comedy dvd-r dvd-ram musical ultra panavision 70 western,2.9118,17
26137,"Heroes of Telemark, The",1965,16850,,,Action Drama War,,2.5833,6
26138,"Hill, The",1965,24395,,,Drama War,sidney lumet less than 300 ratings anti-hero fewer than 300 ratings ian bannen ossie davis prison sean connery,3.4769,65
26139,In Harm's Way,1965,37921,,,Drama War,john wayne kirk douglas less than 300 ratings nudity (topless - brief) 70mm anamorphic blow-up dvd-ram navy,3.4235,85
26140,Incubus,1966,59802,,,Horror,bd-r better than expected demons esperanto incubi seduction succubi william shatner,2.8333,6
26141,"Loved One, The",1965,16303,,,Comedy,06/10 bd-r dvd-r tony richardson,3.5333,30
26142,Major Dundee,1965,29715,,,Adventure War Western,bd-r charlton heston dvd-ram,3.25,28
26144,Operation Crossbow,1965,36583,,,Action Adventure War,bd-r,3.3205,39
26146,Ride in the Whirlwind,1965,60555,,,Western,criterion monte hellman,3.3571,7
26147,"Thousand Clowns, A",1965,42731,,,Comedy Drama Romance,bd-r dvd-r fred coe,3.7042,71
26148,"Train, The",1964,3482,,,Action Thriller War,bd-r john frankenheimer trains war world war ii,3.7682,179
26150,Andrei Rublev (Andrey Rublyov),1969,895,,,Drama War,andrei tarkovsky atmospheric criterion long deliberate painter russia 15th century,4.076,579
26151,Au Hasard Balthazar,1966,20108,,,Crime Drama,deliberate robert bresson austere criterion depressing donkey reflective sightsound,3.7976,252
26152,Batman,1966,2661,,,Action Adventure Comedy,camp batman superhero super-hero exploding shark adam west cult film hilarious,3.1909,783
26153,Grand Prix,1966,20379,,,Drama,racing 70mm bd-r cars john frankenheimer sport:car racing (grand prix) sports super panavision 70,3.3333,30
26155,Khartoum,1966,29710,,,Action Adventure Drama War,70mm basil dearden clv dvd-ram eliot elisofon hulu jihad less than 300 ratings,3.3714,70
26156,Dragon Gate Inn (Dragon Inn) (Long men kezhan),1967,104237,,,Action Adventure,,3.4,5
26157,Manos: The Hands of Fate,1966,22293,,,Horror,mst3k so bad it's good unintentionally funny,1.7364,55
26158,Closely Watched Trains (Ostre sledované vlaky),1966,789,,,Comedy Drama War,criterion nudity (rear) sexual discovery based on a book bd-r betamax czechoslovak new wave dvd-r,3.8291,158
26159,Tokyo Drifter (Tôkyô nagaremono),1966,45706,,,Action Crime Drama,bechdel test:fail criterion cult film seijun suzuki weird yakuza 1960s artistic,3.507,71
26160,Asterix and the Gauls (Astérix le Gaulois),1967,11047,,,Action Adventure Animation Children Comedy,,3.2321,28
26162,Gappa: The Triphibian Monsters (AKA Monster from a Prehistoric Planet) (Daikyojû Gappa),1967,2097,,,Sci-Fi,kaiju tokyo,2.75,2
26163,Don't Look Back,1967,135,,,Documentary Musical,bob dylan 1960s black and white cinéma vérité d.a. pennebaker documentary interviews music,3.8914,244
26164,Fando and Lis (Fando y Lis),1968,33257,,,Adventure Fantasy,01/11 11/10 alejandro jodorowsky dvd-video jodorowsky surreal surrealism,3.629,31
26167,The Incident,1967,66043,,,Crime Drama,larry peerce,3.9,10
26169,Branded to Kill (Koroshi no rakuin),1967,17905,,,Action Crime Drama,criterion seijun suzuki assassin hit men sexual,3.629,62
26170,"Bride Wore Black, The (La mariée était en noir)",1968,4191,,,Crime Drama,annemari bd-r black bride femmes fatales françois truffaut homage to hitchcock nudity (topless - brief),3.4935,77
26171,Play Time (a.k.a. Playtime),1967,10227,,,Comedy,jacques tati criterion 70mm bd-video best of rotten tomatoes: all time boring deadpan humorous,3.9453,265
26172,Point Blank,1967,26039,,,Action Crime Drama Thriller,"\\""the hunter\""\"""" author:\\""richard stark\""\"""" bd-r hallucinatory john boorman less than 300 ratings menacing metaphysical",3.6868,356
26174,The Shooting,1966,42701,,,Western,criterion jack nicholson monte hellman,3.2209,43
26175,"St. Valentine's Day Massacre, The",1967,42702,,,Crime Drama,gangsters historical,3.2273,11
26176,Titicut Follies,1967,41212,,,Documentary Drama,banned movie controversial frederick wiseman massachusetts asylum black and white prison,3.5952,42
26177,Tony Rome,1967,26204,,,Crime Drama Thriller,florida,3.25,8
26178,Two for the Road,1967,5767,,,Comedy Drama Romance,albert finney audrey hepburn stanley donen kubrick less than 300 ratings movielens top pick,3.6727,139
26180,Up the Down Staircase,1967,42713,,,Drama,,3.3846,13
26181,"War Wagon, The",1967,27277,,,Action Western,john wayne kirk douglas less than 300 ratings,3.281,105
26183,Asterix and Cleopatra (Astérix et Cléopâtre),1968,9929,,,Action Adventure Animation Children Comedy,betamax erlend's dvds,3.6026,39
